,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
1111,catamarca,-28.4696,-65.7852,86.77,41,0,3.0,AR,1650830369
1112,kungurtug,50.5994,97.5228,16.75,63,66,9.44,RU,1650830370
1113,deming,32.2687,-107.7586,72.3,12,0,12.24,US,1650830370
1114,tapes,-30.6733,-51.3958,70.07,65,4,7.61,BR,1650830370
1115,gravdal,68.1214,13.5031,41.7,87,100,10.92,NO,1650830371
1116,nhulunbuy,-12.2333,136.7667,75.81,88,89,3.44,AU,1650830116
1117,ukiah,39.1502,-123.2078,77.43,43,21,1.01,US,1650830371
1118,azuaga,38.2667,-5.6833,51.15,62,78,3.2,ES,1650830371
1119,alice,27.7523,-98.0697,87.53,40,21,24.54,US,1650830372
1120,tabuk,17.4189,121.4443,74.28,87,4,4.09,PH,1650830372
1121,adre,13.4667,22.2,85.39,17,10,5.48,TD,1650830372
1122,borup,55.4947,11.9758,47.75,81,15,4.61,DK,1650830372
1123,ocos,14.5094,-92.1933,85.69,62,1,8.43,GT,1650830373
1124,bilma,18.6853,12.9164,94.08,10,2,8.05,NE,1650830373
1125,ulaanbaatar,47.9077,106.8832,37.53,60,75,11.18,MN,1650830247
1126,noyabrsk,63.1994,75.4507,16.86,93,100,4.74,RU,1650830327
1127,komsomolskiy,40.4272,71.7189,59.72,67,25,2.3,UZ,1650830374
1128,aripuana,-9.1667,-60.6333,86.34,63,76,1.39,BR,1650830374
1129,nanortalik,60.1432,-45.2371,37.92,89,97,3.4,GL,1650830374
